page,text,image_id
51,bẻ ngô,W00216N
51,bẻ ngô,W00216T
51,bé gái,W00217
51,bé hơn,W00218
51,bé loắt choắt,W00219
51,bé trai,W00220B
51,bé trai,W00220N
51,bé trai,W00220T
51,béo,W00225
51,bê tông,W00228
51,bể bơi,W00230
51,bể cá,W00231
51,bế em,W00232
51,bệ hạ,W00234B
51,bệ hạ,W00234T
51,bệ xí,W00235
51,bên cạnh,W00236
51,bên cạnh,W00236N
52,bên dưới,W00237
52,bên phải,W00238
52,bên trái,W00239
52,bên trên,W00240
52,bên trong,W00241
52,bến phà,W00242
52,bến tàu,W00243
52,Bến Tre,W00244
52,bến xe,W00245
52,bênh vực,W00246
52,bệnh thủy đậu,W00247
52,bệnh nhân,W00248
52,bệnh tật,W00249
52,bí ngô,W00252
52,bị động,W00253
52,bìa sách,W00254
52,bìa vở,W00255B
52,bìa vở,W00255N
52,bìa vở,W00255T
52,bịa đặt,W00256
53,hóa đơn,W00258
53,biển đông,W00260
53,biển hiệu,W00261
53,biến đổi,W00262N
53,biện pháp,W00263
53,biểu đồ,W00265
53,biểu đồ cột,W00266
53,biểu đồ hình quạt,W00267
53,biểu thị,W00270
53,biểu thức,W00271
53,bím tóc đuôi sam,W00273
53,bình an,W00274B
53,bình an,W00274N
53,bình an,W00274T
53,Bình Dương,W00276
53,Bình Định,W00277
53,bình minh,W00279
53,bình phương,W00282
53,Bình Phước,W00283
53,Bình Thuận,W00285
54,bình thường,W00286B
54,bình thường,W00286N
54,bình thường,W00286T
54,bít tất,W00287
54,bò,W00288
54,bò sát,W00289
54,bò tót,W00290
54,bỏ hoang,W00292
54,bỏ phiếu,W00293
54,bỏ qua,W00294
54,bỏ rơi,W00295
54,bó đũa,W00297
54,bó hoa,W00298
54,bóc lột,W00299
54,bóc vỏ,W00300
54,bọc sách,W00301
54,bom đạn,W00302
54,bom nguyên tử,W00303
54,bón phân,W00304B
54,bón phân,W00304N
55,bón phân,W00304T
55,bỏng,W00305
55,bỏng ngô,W00306
55,bóng bay,W00308
55,boong tàu,W00312
55,bọt biển,W00313
55,bọt xà phòng,W00314
55,bồ kết,W00315
55,bổ ích,W00316
55,bổ ngữ,W00317
55,bổ trợ,W00318
55,bố trí,W00320
55,bộ truyện,W00321
55,bốc vác,W00322
55,bố,W00325
55,bố dượng,W00326B
55,bố dượng,W00326N
55,bố dượng,W00326T
55,bố mẹ,W00327
55,bộ đội,W00328B
56,bộ đội,W00328N
56,bộ đội,W00328T
56,bộ sách,W00329
56,bốc hơi,W00330
56,bốc thăm,W00331
56,bồi bàn,W00332
56,bồi thường,W00333
56,bồn hoa,W00334
56,bồn rửa bát,W00335
56,bông hoa,W00336B
56,bông hoa,W00336N
56,bông hoa,W00336T
56,bốt cảnh sát,W00337B
56,bốt cảnh sát,W00337N
56,bốt cảnh sát,W00337T
56,bốt điện,W00338B
56,bốt điện,W00338N
56,bốt điện,W00338T
56,bột giặt,W00340
56,bột màu,W00341B
57,bột màu,W00341N
57,bột màu,W00341T
57,bột ngọt,W00342N
57,bột ngọt,W00342T
57,bờ biển,W00344
57,bờ rào,W00345
57,bờ ruộng,W00346
57,bơi,W00347
57,bơi lội,W00348
57,bơm (cái bơm),W00349
57,bơm nước,W00350
57,bơm xe,W00351
57,bờm tóc,W00352
57,bớt,W00353
57,bớt đi,W00354
57,Bra-xin (nước Bra-xin),W00355B
57,Bra-xin (nước Bra-xin),W00355N
57,Bra-xin (nước Bra-xin),W00355T
57,Bru-nây (nước Bru-nây),W00356B
57,Bru-nây (nước Bru-nây),W00356N
58,Bru-nây (nước Bru-nây),W00356T
58,cỏ,W00357B
58,cỏ,W00357N
58,cỏ,W00357T
58,bụi đời,W00358
58,bụi phấn,W00359B
58,bụi phấn,W00359N
58,bụi phấn,W00359T
58,Bun-ga-ri (nước Bun-ga-ri),W00360
58,bùn,W00361
58,bụng,W00362
58,buộc dây,W00363
58,buộc tóc,W00364
58,buổi chiều,W00366
58,buổi đêm,W00367B
58,buổi đêm,W00367N
58,buổi đêm,W00367T
58,buổi sáng,W00368B
58,buổi sáng,W00368N
58,buổi sáng,W00368T
59,buổi tối,W00369B
59,buổi tối,W00369N
59,buổi tối,W00369T
59,buổi trưa,W00370B
59,buổi trưa,W00370N
59,buổi trưa,W00370T
59,buôn làng,W00371
59,buồn nôn,W00372
59,buông màn,W00374B
59,buông màn,W00374N
59,buông màn,W00374T
59,buồng trứng,W00377
59,búp bê,W00378
59,bút,W00380
59,bút bi,W00381
59,bút dạ,W00382
59,bút màu,W00383B
59,bút màu,W00383N
59,bút màu,W00383T
59,bút máy,W00384
60,bữa cơm,W00385
60,bức tranh,W00386B
60,bức tranh,W00386N
60,bức tranh,W00386T
60,bức tường,W00387
60,bước,W00388
60,bước chân,W00389
60,bướng bỉnh,W00390N
60,bướng bỉnh,W00390T
60,bưu tá,W00393
60,ca,W00395
60,ca nô,W00396
60,Cà Mau,W00397
60,cá kho,W00398B
60,cá kho,W00398N
60,cá kho,W00398T
60,các bạn,W00400
60,cãi nhau,W00401
60,cái bè,W00402
60,cái gương,W00404B
61,cái gương,W00404N
61,cái gương,W00404T
61,cái nhíp,W00405
61,cái túi,W00406
61,Cam-pu-chia (nước Cam-pu-chia),W00407B
61,Cam-pu-chia (nước Cam-pu-chia),W00407N
61,Cam-pu-chia (nước Cam-pu-chia),W00407T
61,cảnh vật,W00409
61,cánh tay,W00410
61,cạnh,W00411
61,cạnh bên (toán),W00412
61,cạnh đáy,W00413
61,cạnh đối diện,W00414
61,cao (người),W00415
61,cao (vật),W004151
61,cao (nhà),W004152
61,cao (núi),W004153
61,Cao Bằng,W00417
61,cao độ,W00418
61,cao nguyên,W00419
62,cao quý,W00420
62,cao tầng,W00421
62,cao thấp,W00422
62,cao tốc,W00423
62,cát,W00424
62,cau có,W00425
62,cày,W00426
62,cày ruộng,W00427
62,cặp sách,W00428
62,cặp tóc,W00429
62,cắt nhau,W00430
62,cần khởi động,W00431
62,cấp cứu,W00432
62,cấp dưỡng,W00433
62,cất giấu,W00434
62,cất giữ,W00435
62,cất tiếng khóc,W00436
62,cất tiếng nói,W00437
62,câu cá,W00438
62,câu chuyện,W00439
63,câu đố,W00440
63,câu đối,W00441
63,câu đơn,W00442
63,câu ghép,W00443
63,câu thơ,W00444B
63,câu thơ,W00444N
63,câu thơ,W00444T
63,câu văn,W00445
63,cầu (cây cầu),W00446
63,cầu cứu,W00447
63,cầu giao,W00448
63,cầu kì,W00449
63,cầu nguyện,W00450
63,cầu thủ,W00451
63,cầu tre,W00452
63,cáp treo,W00453
63,cầu trượt,W00454
63,cầu vượt,W00455
63,cây ăn quả,W00456B
63,cây ăn quả,W00456N
64,cây ăn quả,W00456T
64,cây bàng,W00457B
64,cây bàng,W00457T
64,cây cổ thụ,W00459B
64,cây cổ thụ,W00459N
64,cây cổ thụ,W00459T
64,cây cối,W00460
64,cây đa,W00462
64,cây gỗ,W00464
64,cây khế,W00465
64,cây ngô,W00469B
64,cây ngô,W00469N
64,cây ngô,W00469T
64,cây phượng,W00470B
64,cây phượng,W00470N
64,cây phượng,W00470T
64,cây sả,W00471
64,cây số,W00473
64,cây thân gỗ,W00474B
64,cây thân gỗ,W00474N
65,cây thân gỗ,W00474T
65,cây tre,W00476
65,cây trồng,W00477
65,cây xanh,W00478
65,cấy,W00479
65,cấy lúa,W00480
65,cha,W00481
65,cha mẹ,W00482
65,chả cá,W00484B
65,chả cá,W00484N
65,chả cá,W00484T
65,chai,W00485
65,chai nước,W00486
65,chàng trai,W00488
65,chào,W00489
65,chào cờ,W00490
65,chào mừng,W00492
65,chảo,W00493B
65,chảo,W00493N
65,chảo,W00493T
66,chát,W00494
66,cháu gái,W00495B
66,cháu gái,W00495N
66,cháu gái,W00495T
66,cháu ngoại,W00496B
66,cháu ngoại,W00496N
66,cháu ngoại,W00496T
66,cháu nội,W00497B
66,cháu nội,W00497N
66,cháu nội,W00497T
66,cháu trai,W00498B
66,cháu trai,W00498N
66,chày,W00499
66,cháy rừng,W00500
66,chạy,W00501
66,chạy bàn,W00502
66,chạy chậm,W00503
66,chạy nhanh,W00504
66,chú ( người),W00506
66,chăm học,W00507
67,chăm sóc sức khỏe,W00508B
67,chăm sóc sức khỏe,W00508N
67,chăm sóc sức khỏe,W00508T
67,chăn (cái chăn),W00509B
67,chăn (cái chăn),W00509N
67,chăn (cái chăn),W00509T
67,chăn nuôi,W00510B
67,chăn nuôi,W00510N
67,chăn nuôi,W00510T
67,chặn,W00512
67,chặt,W00513B
67,chặt,W00513N
67,chặt,W00513T
67,chặt chẽ,W00514
67,châm chọc,W00515
67,châm cứu,W00516B
67,châm cứu,W00516N
67,châm cứu,W00516T
67,chấm dứt,W00519
67,chấm điểm,W00520
68,chân dung,W00522
68,chân đất,W00523
68,chân tay,W00525
68,chất dẻo,W00529
68,chất đốt,W00530
68,chất độc,W00531
68,chất độc màu da cam,W00533
68,chất hữu cơ,W00534
68,chất lỏng,W00536
68,chất lượng,W00537
68,chất rắn,W00538
68,chất thải,W00539
68,chật chội,W00540
68,Châu Á Thái Bình Dương,W00542
68,Châu Đại Dương,W00544
68,chậu,W00545
68,che chở,W00546
68,che phủ,W00547
68,chè đỗ đỏ,W00548
68,chém,W00550
69,chen lấn,W00551
69,chèn ép,W00552
69,chén,W00553
69,chèo thuyền,W00554
69,chép bài,W00555
69,tạo thành,W00559
69,chi hội,W00561
69,khó tiêu,W00562
69,chi tiết,W00563
69,chỉ,W00564
69,chỉ dẫn,W00565
69,chỉ huy,W00567
69,chỉ khâu,W00568
69,đường chỉ tay,W00569
69,chị,W00570B
69,chị,W00570N
69,chị,W00570T
69,chị chồng,W00571B
69,chị chồng,W00571N
69,chị dâu,W00572
70,Chi-lê (nước Chi-lê),W00573
70,chia,W00575B
70,chia,W00575N
70,chia,W00575T
70,chia cắt,W00577
70,chia đều,W00578
70,chia hết,W00579
70,chia phần,W00580
70,chia sẻ,W00581
70,chia tay,W00582
70,chìa khóa,W00583
70,chiếc gối,W00584B
70,chiếc gối,W00584N
70,chiếc gối,W00584T
70,chiếm đoạt,W00585
70,chiến khu,W00588
70,sĩ quan,W00590
70,chiến thắng,W00591
70,chiêng,W00593
70,chiều cao,W00594
71,chiều dài,W00595
71,chiều rộng,W00596
71,chiều tối,W00597
71,chiếu,W00598
71,chiếu,W00598B
71,chiếu,W00598T
71,chiếu phim,W00599
71,cá mập,W00601
71,chim bồ câu,W00602
71,chim chào mào,W00603
71,chim chích chòe,W00604
71,chim chóc,W00605
71,chim đại bàng,W00606
71,chim gõ kiến,W00608
71,chim phượng hoàng,W00609
71,chim sâu,W00610
71,chim sẻ,W00611
71,chim sơn ca,W00612
71,chim yến,W00614
71,chỉnh sửa,W00615
72,chín,W00616
72,chính phủ,W00617B
72,chính phủ,W00617T
72,chính quyền,W00618
72,chính tả,W00619
72,chính xác,W00620B
72,chính xác,W00620N
72,chính xác,W00620T
72,chó sói,W00623
72,chó xù,W00624
72,chọi gà,W00625
72,chọi trâu,W00626
72,chọn lọc,W00628
72,chọn lựa,W00629
72,chong chóng,W00630
72,chồi non,W00632
72,chống đối,W00633B
72,chống đối,W00633N
72,chống đối,W00633T
72,chợ Bến Thành,W00634
73,chợ nổi,W00635
73,chợ nổi Cái Bè,W00636
73,chợ nổi Cái Răng,W00637
73,luân phiên,W00638
73,luân phiên,W00638N
73,chơi,W00639B
73,chơi,W00639T
73,chớp mắt,W00640
73,chu vi,W00641
73,chủ đề,W00642
73,chủ động,W00644
73,chủ nghĩa xã hội,W00645
73,chủ ngữ,W00646
73,chủ nhiệm,W00647
73,nước tới chân mới nhảy,W00648
73,chủ tịch,W00649B
73,chủ tịch,W00649N
73,chủ tịch,W00649T
73,chú hề,W00650
73,chú rể,W00651
74,chú tễu,W00652
74,thích nghi,W00653
74,chú ý,W00654
74,chùa,W00655B
74,chùa,W00655N
74,chùa,W00655T
74,chùa Hương,W00657
74,chùa Một Cột,W00658
74,chuẩn bị,W00662B
74,chuẩn bị,W00662N
74,chuẩn bị,W00662T
74,chúc mừng,W00663B
74,chúc mừng,W00663N
74,chúc mừng,W00663T
74,chúc tết,W00664B
74,chúc tết,W00664N
74,chúc tết,W00664T
74,chúc thọ,W00665B
74,chúc thọ,W00665N
74,chúc thọ,W00665T
75,chục,W00666
75,chục nghìn,W00667
75,chục triệu,W00668
75,chui,W00669
75,chúi đầu,W00671
75,chum,W00672
75,chùm hoa,W00673
75,chùm khế,W00674
75,chùm nho,W00676
75,chùm vải,W00677
75,chung kết,W00678
75,chuỗi hạt,W00679
75,chuông,W00683
75,chuông nhà,W00684
75,chuồng,W00685
75,chuột quang,W00686
75,chụp ảnh,W00687
75,chụp đèn,W00688
75,chuyên biệt,W00689
75,chuyên cần,W00690
76,chuyên gia,W00691B
76,chuyên gia,W00691N
76,chuyên gia,W00691T
76,chuyền bóng,W00692
76,chim chuyền cành,W00693
76,chuyển đồ,W00694
76,chuyển đổi số đo,W00696
76,chuyển động,W00697
76,chuyển động đều,W00698
76,chuyển động quay,W00699
76,chuyển giao,W00700
76,chuyển hướng,W00701
76,chuyển vế,W00702
76,chuyện trò,W00703
76,chữ cái,W00705
76,chữ hoa,W00706
76,chữ viết,W00707
76,chữa bài,W00708B
76,chữa bài,W00708N
76,chữa bài,W00708T
77,chữa cháy,W00709
77,chức năng,W00710
77,chứng kiến,W00712
77,chương trình,W00713
77,chữ,W00714
77,chữa bệnh,W00716
77,chức vụ,W00717
77,chứng cớ,W00718
77,chứng minh,W00719
77,chứng nhận,W00720
77,co dãn,W00721
77,co giật,W00722
77,cỏ may,W00724
77,có ích,W00726
77,trọng nam khinh nữ,W00728
77,còi,W00729
77,còi xương,W00730
77,coi thường,W00731
77,máy vi tính,W00732
77,con ba ba,W00733
78,con bê,W00734B
78,con bê,W00734N
78,con bê,W00734T
78,con bò,W00735B
78,con bò,W00735N
78,con bò,W00735T
78,con bướm,W00736
78,con cá,W00737B
78,con cá,W00737N
78,con cá,W00737T
78,con chim,W00738
78,con chó,W00739B
78,con chó,W00739N
78,con chó,W00739T
78,con chồn,W00740
78,con chuồn chuồn,W00741
78,con chuột,W00742B
78,con chuột,W00742N
78,con chuột,W00742T
78,con chuột nhắt,W00743
79,con cò,W00745
79,con cóc,W00746
79,con cọp,W00747B
79,con cọp,W00747N
79,con cọp,W00747T
79,con công,W00748
79,con cua,W00749
79,con cú mèo,W00750
79,con cừu,W00751
79,con dâu,W00752
79,con dê,W00753
79,con dế,W00754
79,con đẻ,W00755
79,con đom đóm,W00756
79,con đường,W00757
79,con ếch,W00758B
79,con ếch,W00758N
79,con ếch,W00758T
79,con gà,W00759
79,con gái,W00760
80,con gấu,W00761
80,con ghẹ,W00762
80,con gián,W00763
80,con hoẵng,W00764
80,con hươu,W00766
80,con khỉ,W00767
80,con kiến,W00768B
80,con kiến,W00768N
80,con kiến,W00768T
80,con lợn (con heo),W00770B
80,con lợn (con heo),W00770N
80,con lợn (con heo),W00770T
80,con lươn,W00771
80,con mèo,W00772B
80,con mèo,W00772N
80,con mèo,W00772T
80,con muỗi,W00773B
80,con muỗi,W00773N
80,con muỗi,W00773T
80,con mực,W00774
81,con nai,W00775
81,con ngỗng,W00776
81,con người,W00777B
81,con người,W00777N
81,con người,W00777T
81,con ngựa,W00778B
81,con ngựa,W00778N
81,con ngựa,W00778T
81,con nhím,W00779
81,con nuôi,W00780B
81,con nuôi,W00780N
81,con nuôi,W00780T
81,con ong,W00781N
81,con ong,W00781T
81,con ốc,W00782
81,con quạ,W00783
81,con rắn,W00784
81,con rối,W00785
81,con ruồi,W00786
81,con rùa,W00787N
82,con sâu,W00788
82,con sò,W00789
82,con sóc,W00790
82,con sói,W00791
82,con sông,W00792
82,con số,W00793
82,con sư tử,W00794N
82,con sư tử,W00794T
82,con tem,W00795
82,con thỏ,W00796
82,con tôm,W00797B
82,con tôm,W00797N
82,con tôm,W00797T
82,con trai (động vật),W00798
82,con trăn,W00799
82,con trỏ,W00800
82,con vẹt,W00801
82,con vịt,W00802
82,con voi,W00803B
82,con voi,W00803N
83,con voi,W00803T
83,cong,W00804
83,còng (cái còng),W00805
83,còng,W00806
83,cõng,W00807
83,cô dâu,W00809
83,cô đơn,W00811
83,cô giáo,W00812B
83,cô giáo,W00812N
83,cô giáo,W00812T
83,cổ,W00814
83,cổ áo,W00815
83,cổ chân,W00816
83,cổ đại,W00817
83,cổ họng,W00818
83,cổ kính,W00819
83,cố gắng,W00820B
83,cố gắng,W00820N
83,cố gắng,W00820T
83,cổ tay,W00822
84,cổ truyền,W00823
84,cổ vũ,W00824
84,cổng trường,W00825N
84,cổng trường,W00825T
84,cỗ,W00826
84,cố định,W00827
84,Cô-lôm-bi-a (nước Cô-lôm-bi-a),W00829
84,cổ tích,W00830
84,cố ý (như cố tình),W00831
84,cốc,W00832
84,cối giã,W00833
84,cối xay gió,W00834
84,cối xay lúa,W00835
84,cốm,W00836
84,côn trùng,W00837
84,công bằng,W00838
84,công chúa,W00839
84,công cộng,W00840
84,công cụ,W00841
84,công nhận,W00843
85,công sức,W00844
85,công tắc,W00845
85,công thức,W00846
85,công trường,W00848B
85,công ước,W00849
85,công viên,W00850B
85,công viên,W00850N
85,công viên,W00850T
85,công việc,W00851
85,Paris,W00852
85,cổng,W00854
85,cống,W00856
85,cộng (Toán học),W00857B
85,cộng (Toán học),W00857N
85,cộng (Toán học),W00857T
85,Cộng Hòa Séc (nước Cộng Hòa Séc),W00858
85,cốp xe,W00859
85,cột,W00861
85,cột đèn,W00862
85,cột điện,W00863B
86,cột điện,W00863N
86,cột điện,W00863T
86,cột nhà,W00865
86,cột sống,W00866
86,cơ bắp,W00867
86,cơ hội,W00868B
86,cơ hội,W00868N
86,cơ hội,W00868T
86,cơ quan,W00870
86,cơ sở,W00871
86,cơ thể,W00872
86,cởi áo,W00876
86,cơm hộp,W00877
86,cờ,W00878
86,cờ ca rô,W00880
86,cờ tướng,W00881
86,cờ vua,W00882
86,cởi mở,W00883
86,cơm,W00884
86,cơm bình dân,W00885B
87,cơm bình dân,W00885N
87,cơm bình dân,W00885T
87,Cu ba (nước Cu ba),W00887
87,củ đậu,W00889
87,củ khoai lang,W00890
87,củ từ,W00892
87,cụ thể,W00893
87,cúc áo,W00894
87,cúi,W00895
87,cuống hoa,W00899
87,cù,W00900
87,củ cà rốt,W00901
87,củ cải trắng,W00902
87,củ gừng,W00903
87,củ hành tây,W00904
87,củ khoai tây,W00905
87,củ nghệ,W00906
87,củ su hào,W00907
87,củ tỏi,W00908
87,củ sả,W00909
88,cụ,W00910
88,cụ đồ,W00911
88,cụ già,W00912
88,cục tẩy,W00914
88,cùi chỏ,W00915
88,củi,W00916
88,cụm từ,W00918
88,cuộc đời,W00922
88,cuộc sống,W00923
88,cuốn,W00924
88,cuộn giấy vệ sinh,W00925
88,cuống lá,W00926
88,cử chỉ điệu bộ,W00929
88,cử động,W00930
88,cưa (cái cưa),W00931
88,cưa,W00932
88,cửa hàng,W00935B
88,cửa hàng,W00935N
88,cửa hàng,W00935T
88,cửa khẩu,W00936
89,cửa kính,W00937
89,cửa sổ,W00939
89,cưỡi ngựa,W00941
89,yên ngựa,W00942
89,cướp,W00943B
89,cướp,W00943N
89,cướp,W00943T
89,cướp biển,W00944
89,cướp cờ,W00945
89,cướp giật,W00946
89,cứu,W00947
89,cứu hộ,W00948
89,dai,W00951
89,dài,W00952
89,dài hạn,W00953
89,dài hơn,W00954
89,dài nhất,W00955
89,dải phân cách,W00958
89,dàn bài,W00959
89,dàn nhạc,W00960
90,danh bạ,W00963
90,danh dự,W00964
90,danh hiệu,W00965
90,danh lam thắng cảnh,W00966
90,danh mục,W00967
90,danh nhân,W00968
90,danh sách,W00969
90,danh từ,W00970
90,danh từ riêng,W00971
90,dán,W00972
90,dao,W00973
90,dãy nhà,W00975
90,dãy núi,W00976
90,dãy số,W00977
90,dãy số liệu,W00978
90,dạy,W00979
90,dặn dò,W00980
90,dắt,W00981
90,dân ca,W00982
90,dân chài,W00983
91,gian lận,W00985
91,dân số,W00987
91,dân tộc,W00988B
91,dân tộc,W00988N
91,dân tộc,W00988T
91,dân tộc thiểu số,W00989B
91,dân tộc thiểu số,W00989N
91,dân tộc thiểu số,W00989T
91,dẫn chương trình,W00990
91,dẫn chứng,W00991
91,dập,W00992
91,dầu ăn,W00993
91,dầu gội đầu,W00994
91,dầu hoả,W00995
91,dầu khí,W00996
91,dầu mỏ,W00997
91,dấu bằng,W00998
91,dấu chấm,W01001
91,dấu chấm hỏi,W01002
91,dấu chấm than,W01003
92,dấu chia,W01004
92,dấu gạch ngang,W01005
92,dấu hai chấm,W01006
92,bắt buộc,W01008
92,dấu ngoặc đơn,W01009
92,dấu nhân,W01010
92,dấu phẩy,W01011
92,dây buộc tóc,W01014
92,dây chun,W01015
92,dây điện,W01016B
92,dây điện,W01016N
92,dây điện,W01016T
92,dây thần kinh,W01017
92,dây thừng,W01018
92,dây xích,W01019
92,dẻo,W01021
92,dép quai hậu,W01022B
92,dép quai hậu,W01022N
92,dép quai hậu,W01022T
92,dê con,W01024
93,dê mẹ,W01025
93,dễ chịu,W01026
93,dễ thương,W01027
93,dệt,W01028
93,di chuyển,W01029
93,di truyền,W01032B
93,di truyền,W01032N
93,di truyền,W01032T
93,dịch vụ,W01033B
93,dịch vụ,W01033N
93,dịch vụ,W01033T
93,diêm,W01034
93,kịch,W01035
93,kịch câm,W01036
93,diễn thuyết,W01038
93,diện tích,W01039
93,diện tích toàn phần,W01040
93,diện tích xung quanh,W01041
93,diệt chủng,W01042
93,xịt côn trùng,W01043
94,diều,W01044
94,Dinh Độc Lập,W01046
94,hăm dọa,W01050
94,doanh nghiệp,W01051
94,doanh trại,W01053
94,dọc,W01054
94,dòng chữ,W01055
94,dòng họ,W01056
94,dòng sông,W01058
94,dốc,W01060
94,dốt,W01061
94,du học,W01062
94,du thuyền,W01064
94,dũng cảm,W01068
94,dụng cụ,W01069
94,duyên dáng,W01070
94,duyệt binh,W01071
94,nhà nước,W01075B
94,nhà nước,W01075N
94,nhà nước,W01075T
95,dựng phim,W01076
95,đá bóng,W01078
95,pháo đài,W01079
95,đài sen,W01080
95,đại diện,W01082B
95,đại diện,W01082N
95,đại diện,W01082T
95,đại dương,W01083
95,đại số,W01085
95,đại tá,W01086
95,đại tướng,W01088
95,đại úy,W01089
95,đảm nhiệm,W01092
95,đám ma,W01093
95,đám mây,W01094
95,đan,W01095
95,đàn xê lô đại vĩ cầm,W01096
95,đàn bầu,W01098
95,đàn bướm,W01099
95,đàn ghi ta,W01100
96,đàn kiến,W01101
96,đàn tơ-rưng,W01103
96,đàng ngoài,W01104
96,đàng trong,W01105
96,đáng quý,W01106
96,đánh,W01107
96,đánh bắt,W01108
96,đánh giá,W01110
96,đánh răng,W01112
96,đánh trống,W01113
96,đạn,W01114
96,đào tạo,W01115
96,đảo,W01116
96,đảo Lý Sơn,W01117
96,đảo Phú Quốc,W01118
96,đặc biệt,W01122
96,đặc biệt,W01122B
96,đặc biệt,W01122N
96,đặc biệt,W01122T
96,đặc điểm,W01124
97,Đắk Lắk,W01125
97,đăng ký,W01126
97,đăng nhập,W01127
97,đằng sau,W01128
97,đằng trước,W01129
97,Đặng Văn Ngữ,W01130
97,đắt đỏ,W01131
97,đặt,W01132
97,đập,W01134
97,đất,W01135
97,đất màu mỡ,W01137
97,đất nặn,W01138
97,đất trồng cây,W01140
97,đầu gối,W01141
97,đầu hàng,W01142
97,đầu tàu,W01143
97,đầu tiên,W01144
97,đầu xuôi đuôi lọt,W01145
97,đấu tranh,W01146
97,đấu vật,W01148
98,đầy,W01149
98,đầy đủ,W01150
98,đầy tớ,W01151
98,đẩy,W01152
98,đen láy (như đen nhánh),W01153B
98,đen láy (như đen nhánh),W01153N
98,đen láy (như đen nhánh),W01153T
98,đèn báo giao thông,W01154B
98,đèn báo giao thông,W01154N
98,đèn báo giao thông,W01154T
98,đèn điện,W01155B
98,đèn điện,W01155N
98,đèn điện,W01155T
98,đèn đỏ,W01156
98,đèn lồng,W01158
98,đèn pin,W01159B
98,đèn pin,W01159N
98,đèn pin,W01159T
98,đèn vàng,W01161B
98,đèn vàng,W01161N
99,đèn vàng,W01161T
99,đèn xanh,W01162B
99,đèn xanh,W01162N
99,đèn xanh,W01162T
99,đeo kính,W01164
99,đèo Hải Vân,W01165B
99,đèo Hải Vân,W01165N
99,đèo Hải Vân,W01165T
99,đèo,W01166
99,đẹp đẽ (như đẹp),W01170
99,đẹp mê hồn,W01172
99,để (đặt),W01173
99,đề-ca-mét (dam),W01175
99,đề-ca-mét vuông (dam2),W01176
99,đề nghị,W01177B
99,đề nghị,W01177N
99,đề nghị,W01177T
99,đề tài,W01179
99,đề-xi-mét (dm),W01181
99,đề-xi-mét khối (dm3),W01182
100,đề-xi-mét vuông (dm2),W01183
100,đếm,W01184
100,đền,W01185N
100,Đền Hùng,W01186
100,đều đặn,W01188
100,đi,W01190
100,đi học,W01191
100,đĩa,W01192
100,đĩa DVD,W01193
100,địa cầu,W01194
100,địa đạo Củ Chi,W01196
100,địa điểm,W01197
100,địa lí,W01199
100,đích,W01201
100,điểm ở giữa đoạn thẳng,W01203
100,tấm lòng,W01204
100,điện,W01205B
100,điện,W01205N
100,điện,W01205T
100,Điện Biên Phủ,W01207
101,điện thoại,W01208
101,điêu khắc,W01210
101,quả điều,W01211
101,quả điều,W01211N
101,điều phối,W01212B
101,điều phối,W01212N
101,điều hòa,W01213B
101,điều hòa,W01213T
101,điều khiển,W01214
101,điều kiện,W01215
101,điều tra,W01216
101,điều trị,W01217
101,đinh,W01219
101,đỉnh,W01224
101,đỉnh núi,W01225
101,định vị,W01226
101,đo,W01227
101,đoàn cải lương,W01229
101,đoàn thanh niên,W01231
101,đoàn tụ,W01232
102,đoán,W01234
102,đoạn thẳng,W01235
102,đoạn thơ,W01236
102,đoạn văn,W01237
102,đọc sách,W01239
102,đón,W01241
102,đón tiếp,W01242
102,đóng cửa,W01243
102,đóng dấu,W01244
102,đóng góp,W01246
102,đô thị,W01248
102,đồ chơi,W01249
102,đồ dùng dạy học,W01250
102,đồ dùng học tập,W01251
102,độc hại,W01254
102,đôi dép,W01255
102,đổi,W01256
102,đối diện,W01257
102,đối tượng,W01258
102,nhập ngũ,W01259B
103,nhập ngũ,W01259N
103,nhập ngũ,W01259T
103,đội trưởng,W01260
103,đồn công an,W01261
103,Đông Nam,W01262
103,Đông Nam Á,W01263
103,đồng bằng,W01264
103,đồng hồ,W01265
103,Đồng Nai,W01266
103,Đồng Tháp Mười,W01267
103,đổ nước,W01268
103,độc lập,W01272
103,đôi chân,W01273
103,đôi tay,W01274
103,đổi mới,W01277
103,đối thoại,W01279
103,đối xử,W01280
103,đối xứng,W01281
103,đội thiếu niên,W01283
103,trống (không có gì),W01284
104,Đông Dương,W01286
104,đông lạnh,W01287
104,Đông Timor (nước Đông Timor),W01288
104,đồng bào,W01289
104,đồng lúa,W01293
104,đồng phục,W01294B
104,đồng phục,W01294N
104,đồng phục,W01294T
104,đồng ruộng,W01295
104,đồng tiền,W01296
104,rơm rớm,W01297
104,nhiệt độ,W01298
104,động cơ,W01299
104,tác động,W01301
104,động viên,W01302
104,đợi,W01304B
104,đợi,W01304N
104,đợi,W01304T
104,đơn giản,W01305
104,dung tích,W01310
105,tính,W01313
105,đỡ,W01314
105,đua ngựa,W01315
105,đua thuyền,W01316
105,đua xe máy,W01317
105,đũa,W01318
105,đun nấu,W01321
105,đuốc,W01322
105,đuôi,W01323
105,sa thải,W01324
105,đưa đón,W01325
105,đứng nghiêm,W01326
105,đựng,W01328
105,đường biên giới,W01329
105,đường bộ,W01330
105,đường cao,W01331
105,đường chéo,W01332
105,đường hàng không,W01335
